tourist_id,age,gender,country,travel_type,budget,average_spending
606,59,Male,India,Family,64053.32,37996.71
607,34,Male,India,Business,35245.48,29858.33
608,18,Male,UK,Family,141688.29,82937.87
609,43,Male,India,Couple,22688.35,63109.1
610,71,Female,India,Couple,39030.5,66627.06
611,60,Female,India,Family,67623.11,57986.69
612,64,Male,India,Family,69876.7,48466.34
613,70,Male,India,Couple,32448.71,22613.53
614,62,Female,India,Couple,24751.7,39633.81
615,24,Male,UK,Couple,91684.23,98578.0
616,36,Female,India,Couple,31121.42,27518.02
617,30,Female,India,Friends,23519.82,43241.37
618,70,Male,India,Solo,15481.88,54695.5
619,66,Male,India,Friends,22263.77,37305.01
620,58,Male,Germany,Couple,79312.56,68989.94
621,42,Male,India,Couple,27569.39,62280.83
622,48,Female,India,Solo,11831.69,38306.57
623,66,Male,India,Family,32092.97,35628.93
624,31,Male,India,Family,78102.89,57031.17
625,35,Female,India,Couple,22883.61,36331.26
626,41,Female,Singapore,Friends,144099.1,89118.41
627,60,Female,India,Solo,20680.88,0.0
628,39,Male,India,Friends,22054.25,27000.11
629,71,Male,India,Solo,25918.88,21537.45
630,62,Male,India,Family,62943.81,61208.21
631,48,Female,India,Solo,29142.2,35314.6
632,70,Female,India,Couple,11372.63,47604.83
633,69,Female,India,Couple,24536.08,53296.57
634,65,Male,India,Friends,38244.33,71939.51
635,48,Male,USA,Couple,69507.7,34058.28
636,27,Male,India,Family,45067.42,49191.56
637,61,Female,India,Couple,13470.36,34261.47
638,60,Male,India,Couple,38326.3,44355.12
639,62,Male,India,Business,10876.65,20935.5
640,38,Female,UK,Couple,75762.85,50971.54
641,48,Male,India,Friends,29006.45,26341.88
642,49,Male,UK,Couple,72380.62,56460.7
643,54,Male,India,Couple,31523.28,42276.26
644,65,Female,India,Family,78312.4,32276.32
645,45,Male,India,Solo,12630.41,33588.66
646,23,Female,USA,Friends,124461.78,43737.16
647,25,Female,India,Couple,21405.85,30787.72
648,65,Male,India,Family,39492.88,63914.99
649,42,Female,India,Couple,30379.07,20445.87
650,68,Male,India,Family,41107.08,27728.7
651,43,Male,India,Family,37235.04,108026.08
652,36,Male,India,Family,60073.27,51630.51
653,27,Male,India,Couple,39710.05,26564.95
654,25,Female,Singapore,Family,97828.27,94492.07
655,71,Male,India,Family,48835.43,54326.44
656,69,Female,India,Family,72403.5,48354.07
657,69,Male,USA,Solo,136543.19,35426.89
658,29,Female,USA,Couple,131501.22,65935.55
659,72,Male,Singapore,Family,83741.01,61087.88
660,61,Female,Singapore,Family,89106.31,84673.65
661,51,Female,India,Friends,31033.26,47808.96
662,53,Female,India,Couple,33738.32,27271.99
663,73,Male,Australia,Family,95753.25,83843.43
664,28,Male,India,Family,74860.9,43983.24
665,31,Male,Australia,Couple,115123.8,79994.19
666,41,Male,India,Business,14428.16,41218.09
667,45,Male,Canada,Solo,147415.88,58218.48
668,29,Male,India,Family,46924.29,66508.7
669,45,Male,India,Couple,11019.78,24173.56
670,33,Female,India,Family,77727.77,44023.82
671,59,Female,UK,Business,117073.59,76934.02
672,23,Female,Germany,Family,77521.6,94590.25
673,59,Female,India,Solo,12479.11,35845.74
674,49,Male,India,Family,58631.53,56274.91
675,35,Male,UK,Couple,98419.15,62227.85
676,59,Female,India,Solo,19756.87,40762.31
677,63,Male,India,Family,49689.83,42820.44
678,70,Female,India,Friends,26169.45,30251.17
679,70,Male,UK,Couple,115858.24,76590.42
680,25,Male,Germany,Family,50532.4,96812.37
681,46,Female,India,Solo,16186.9,42323.48
682,28,Male,India,Friends,11050.16,34413.91
683,25,Female,India,Family,51152.57,44521.78
684,60,Male,India,Solo,38373.84,37381.01
685,75,Female,India,Couple,27312.14,22719.37
686,62,Female,India,Business,20563.51,24939.83
687,52,Male,India,Family,32236.78,84046.78
688,20,Male,India,Friends,16456.39,27742.6
689,26,Male,India,Couple,31873.13,40282.67
690,45,Male,India,Couple,29493.07,31819.73
691,28,Female,India,Friends,30295.77,38706.21
692,62,Male,India,Solo,31980.25,43261.11
693,58,Male,USA,Family,114777.11,65417.48
694,50,Male,India,Couple,39773.47,45705.9
695,45,Female,India,Family,33876.23,46894.04
696,25,Male,India,Couple,19880.73,60352.31
697,23,Female,France,Family,64632.96,91012.23
698,69,Male,India,Solo,39384.56,49547.84
699,32,Female,Japan,Family,62350.35,64538.36
700,51,Female,India,Friends,12866.22,34650.11
701,40,Female,India,Family,74828.51,61859.65
702,28,Female,Japan,Couple,84517.29,45723.98
703,65,Female,India,Solo,10284.92,28199.66
704,50,Male,India,Solo,27026.82,58481.15
705,35,Male,Canada,Family,87015.07,89322.71
706,67,Male,India,Couple,23733.6,30395.15
707,46,Female,UK,Family,77582.3,91797.95
708,45,Male,India,Friends,38423.64,35544.82
709,44,Female,Australia,Family,57669.32,65009.34
710,33,Male,India,Solo,32302.28,38762.39
711,53,Female,Australia,Solo,144839.67,62115.1
712,61,Male,India,Family,79897.72,54665.34
713,74,Male,India,Family,75544.32,49034.39
714,65,Male,USA,Family,124966.8,77738.05
715,33,Male,India,Business,30235.67,50159.78
716,74,Male,India,Couple,13999.56,32650.67
717,40,Male,India,Couple,21198.51,30253.72
718,25,Female,Canada,Couple,103911.96,54541.66
719,67,Male,India,Family,43237.54,42442.39
720,18,Female,India,Couple,37993.34,37048.19
721,59,Male,Canada,Friends,134835.18,59020.56
722,21,Female,India,Family,44917.53,51491.42
723,24,Male,India,Family,50103.4,38006.33
724,18,Male,India,Couple,25872.9,63717.39
725,75,Male,India,Friends,10207.31,38144.31
726,67,Female,India,Couple,18978.55,24041.22
727,45,Male,India,Couple,39681.08,49013.62
728,60,Female,India,Couple,23018.8,35946.19
729,40,Male,India,Couple,14010.41,38134.28
730,44,Female,France,Couple,69899.19,56905.3
731,48,Female,India,Family,54778.38,121346.04
732,61,Male,India,Family,74088.33,52666.12
733,50,Female,India,Business,33781.39,32464.27
734,26,Male,India,Solo,30533.13,25489.76
735,21,Female,India,Family,30401.44,37322.21
736,48,Female,India,Solo,22868.56,45146.98
737,57,Male,USA,Couple,78113.88,51863.73
738,25,Female,Singapore,Couple,132060.94,46622.1
739,30,Female,USA,Friends,120114.5,51884.92
740,50,Male,India,Friends,28867.24,29686.58
741,27,Male,India,Couple,18215.85,31090.82
742,30,Male,India,Family,34546.77,48844.72
743,21,Female,India,Couple,28999.3,42665.42
744,32,Male,India,Family,55493.18,61318.49
745,59,Male,India,Couple,18416.68,34434.15
746,40,Female,India,Friends,15452.55,37787.16
747,18,Male,India,Couple,18559.51,43536.2
748,35,Male,India,Couple,24738.59,32759.13
749,39,Female,India,Family,64148.08,78890.58
750,67,Male,India,Family,48069.25,55073.4
751,67,Female,India,Couple,27529.82,62519.15
752,23,Male,India,Family,36017.72,44794.58
753,55,Male,India,Couple,12959.12,28211.98
754,52,Female,India,Family,68049.4,58593.64
755,52,Male,India,Couple,26514.87,37121.08
756,34,Female,France,Couple,121732.59,42850.73
757,45,Male,India,Family,77622.21,37740.75
758,68,Male,India,Couple,39024.61,56674.04
759,36,Male,Japan,Solo,147247.4,0.0
760,30,Female,India,Family,55674.38,41472.58
761,22,Male,India,Family,58124.93,56268.93
762,42,Female,India,Couple,10108.02,31728.57
763,54,Male,India,Solo,37858.82,41483.54
764,50,Female,India,Family,42941.73,38395.88
765,72,Male,India,Couple,13573.1,35978.57
766,32,Male,India,Couple,29188.46,30700.34
767,74,Female,Canada,Couple,129062.13,47242.35
768,59,Male,Singapore,Couple,61618.48,60723.98
769,59,Female,India,Business,19736.86,42818.87
770,63,Female,USA,Couple,111148.2,30525.32
771,38,Male,India,Solo,20664.49,40819.67
772,64,Female,India,Business,26121.66,40418.8
773,73,Male,USA,Family,144565.63,50937.65
774,34,Male,Australia,Couple,76879.35,70476.7
775,55,Female,India,Couple,31788.58,39331.99
776,41,Male,France,Solo,68151.35,61986.81
777,29,Male,India,Family,66474.0,51393.39
778,59,Female,India,Couple,15332.03,50241.61
779,43,Male,India,Solo,17357.62,23139.86
780,59,Female,India,Family,66338.23,29845.48
781,69,Male,India,Couple,10621.48,34811.83
782,70,Male,UK,Family,54374.0,64921.87
783,33,Male,India,Friends,27989.12,26524.96
784,68,Male,Japan,Solo,123613.15,40217.61
785,39,Male,India,Family,58142.56,43576.37
786,46,Male,India,Family,42190.44,44141.73
787,52,Female,India,Solo,34747.75,40062.55
788,24,Female,India,Friends,22458.54,27727.56
789,18,Male,India,Couple,14421.3,24483.31
790,59,Female,India,Friends,21542.31,25229.41
791,74,Male,India,Business,16735.67,51606.76
792,36,Female,India,Couple,20814.81,29102.75
793,23,Male,India,Couple,25914.42,37729.01
794,56,Male,India,Couple,30018.2,30269.9
795,37,Female,India,Solo,37487.03,38290.01
796,60,Female,Canada,Friends,121130.67,50193.13
797,22,Male,Germany,Business,127778.4,43925.67
798,27,Female,India,Couple,33905.52,36244.17
799,48,Male,India,Couple,31801.23,31523.65
800,27,Male,India,Solo,33026.06,46125.77
801,40,Female,India,Family,78642.44,35939.22
802,56,Female,India,Friends,37648.15,45464.59
803,42,Female,India,Family,54630.07,58251.8
804,52,Male,India,Family,51092.04,40147.64
805,54,Male,USA,Couple,50286.61,44296.24
806,72,Male,India,Family,36679.63,48817.06
807,25,Male,Canada,Couple,134932.91,53621.75
808,67,Male,India,Solo,35599.37,40617.79
809,44,Male,India,Couple,32409.86,40306.03
810,25,Male,India,Solo,38947.4,26903.29
811,41,Male,USA,Family,57377.03,83157.54
812,71,Male,India,Couple,12369.8,33707.34
813,22,Male,India,Friends,14491.52,65579.74
814,29,Female,USA,Family,119856.39,71205.47
815,37,Female,India,Couple,33441.91,32089.25
816,62,Male,India,Couple,36434.71,21623.84
817,20,Male,India,Solo,34980.4,40845.64
818,61,Female,India,Friends,37574.51,45179.64
819,50,Female,USA,Couple,65680.06,54162.9
820,23,Female,UAE,Solo,71186.42,65614.08
821,57,Male,India,Couple,32379.87,37802.25
822,53,Male,Australia,Family,81318.97,89774.41
823,59,Female,Australia,Couple,130333.93,91169.73
824,59,Female,India,Solo,12334.26,38023.73
825,56,Female,India,Couple,26247.04,51976.14
826,22,Male,India,Family,45456.01,61168.03
827,53,Male,India,Solo,18075.04,37785.85
828,54,Male,India,Family,32284.03,40326.04
829,38,Male,Japan,Solo,85664.91,54615.61
830,36,Female,India,Couple,21719.24,24166.67
831,40,Male,USA,Solo,90728.66,100871.47
832,65,Male,India,Family,31184.27,42864.99
833,68,Female,India,Friends,11122.25,28614.3
834,28,Male,India,Solo,28778.58,45806.7
835,63,Male,France,Friends,115422.01,35285.71
836,67,Male,Singapore,Family,149227.89,85591.93
837,56,Female,India,Solo,18725.25,77234.44
838,57,Female,India,Family,64143.67,40960.89
839,33,Male,Singapore,Family,145801.57,94306.25
840,54,Female,India,Solo,32989.52,55326.38
841,37,Male,India,Family,38485.88,54571.79
842,36,Male,India,Family,47668.42,31630.13
843,22,Male,USA,Family,148614.33,90363.64
844,34,Female,India,Solo,13718.99,19738.66
845,54,Female,India,Friends,22028.18,59509.41
846,72,Male,India,Family,61231.6,62719.52
847,38,Female,India,Couple,23502.77,58698.87
848,74,Male,India,Family,67052.13,57522.89
849,33,Male,India,Solo,21274.65,47887.58
850,54,Female,Germany,Couple,137415.89,86856.05
851,60,Male,India,Family,56755.79,65047.47
852,70,Female,India,Couple,13250.45,66033.21
853,43,Female,India,Couple,19518.55,24694.41
854,56,Female,India,Family,35716.32,36973.1
855,47,Male,India,Friends,14365.41,65128.32
856,31,Female,India,Business,33226.17,38119.46
857,21,Female,UK,Business,71342.08,0.0
858,31,Male,Japan,Family,76984.81,67709.78
859,58,Male,India,Solo,22152.05,28245.69
860,37,Female,Germany,Family,116964.44,69581.32
861,34,Male,Australia,Solo,140164.17,43946.29
862,39,Female,India,Couple,22573.03,33986.54
863,48,Male,UAE,Couple,141259.78,37578.97
864,54,Female,Australia,Family,139377.93,93521.32
865,30,Male,USA,Family,64461.72,0.0
866,60,Female,India,Friends,38014.58,28870.68
867,49,Female,India,Business,22191.6,31137.99
868,51,Male,Singapore,Friends,135726.71,57250.81
869,58,Female,India,Family,31824.3,38084.03
870,65,Male,India,Family,38305.05,72006.14
871,42,Male,India,Business,39152.34,29291.63
872,54,Male,India,Couple,19058.33,44647.87
873,37,Male,India,Family,52799.87,38710.22
874,44,Female,India,Family,56158.49,36595.35
875,66,Female,India,Couple,22851.51,73967.7
876,29,Male,India,Couple,35352.75,29103.75
877,62,Female,India,Family,76895.08,76652.27
878,75,Male,Singapore,Friends,60381.2,52508.42
879,59,Male,India,Couple,24892.15,30781.84
880,66,Male,India,Family,70293.53,75305.41
881,60,Female,Germany,Couple,127688.03,56273.69
882,53,Female,India,Friends,38516.54,42102.31
883,40,Female,India,Friends,31115.05,43905.05
884,65,Female,India,Couple,16718.1,35351.25
885,36,Female,Germany,Couple,133848.42,64449.76
886,68,Female,India,Solo,37271.77,25617.16
887,20,Male,India,Family,72038.48,79148.3
888,51,Female,India,Business,39784.87,60637.68
889,33,Female,India,Family,71427.49,64758.44
890,69,Female,India,Family,78867.78,47928.84
891,29,Female,France,Family,93740.16,113219.89
892,24,Male,India,Family,69214.06,55270.2
893,71,Female,Australia,Couple,82240.46,41989.16
894,23,Male,India,Solo,33100.97,78585.99
895,27,Male,India,Family,78619.99,61234.36
896,54,Female,India,Family,79170.71,82434.91
897,58,Female,India,Family,41087.76,40939.81
898,30,Male,USA,Friends,87810.7,72127.18
899,34,Male,India,Friends,28823.14,32584.93
900,58,Male,India,Friends,13680.53,22051.23
901,27,Female,India,Couple,12321.44,29482.14
902,72,Female,Canada,Couple,60067.17,43981.24
903,68,Male,India,Family,61284.14,51630.44
904,31,Female,India,Couple,37249.07,50083.33
905,69,Male,India,Solo,15360.31,28821.22
906,54,Male,India,Couple,20403.51,28232.76
907,57,Male,India,Family,76329.16,52951.77
908,30,Male,India,Family,68048.05,56160.37
909,31,Female,India,Couple,19826.19,40905.3
910,32,Male,USA,Friends,76759.05,42169.97
911,48,Male,Japan,Couple,105149.71,57532.1
912,36,Female,USA,Family,101265.65,70962.9
913,43,Male,India,Couple,35381.07,27349.31
914,63,Female,UAE,Solo,129315.32,39912.96
915,55,Female,India,Couple,31661.81,61878.86
916,45,Female,India,Family,70794.61,43166.4
917,57,Male,India,Couple,27014.26,29666.96
918,41,Male,India,Friends,38742.92,33881.88
919,34,Female,India,Friends,29352.94,50090.28
920,51,Female,India,Solo,34271.21,39746.96
921,45,Male,India,Solo,29708.64,32466.75
922,41,Male,UK,Solo,81858.91,44750.72
923,18,Female,India,Family,46078.06,53110.34
924,32,Male,India,Family,56363.12,99251.53
925,24,Female,USA,Friends,130742.65,0.0
926,60,Male,India,Family,64106.6,50860.46
927,45,Female,Australia,Couple,54965.97,60214.0
928,49,Female,India,Couple,13577.77,24617.39
929,46,Male,India,Family,41821.1,49767.93
930,19,Female,India,Family,58787.94,56086.42
931,18,Female,India,Friends,22084.32,53108.46
932,75,Male,India,Solo,24096.8,55436.19
933,71,Female,USA,Couple,125369.23,48232.0
934,43,Male,India,Couple,28369.62,46941.33
935,43,Female,India,Family,72433.62,48281.45
936,25,Female,Canada,Solo,72401.44,39824.47
937,70,Male,India,Business,35841.66,23522.16
938,64,Female,India,Solo,31723.24,56884.1
939,69,Female,Australia,Family,50494.14,76329.7
940,62,Male,India,Family,35540.18,55858.1
941,37,Male,India,Family,69581.39,34887.05
942,42,Female,India,Friends,27503.6,28582.81
943,25,Male,India,Solo,27523.91,27811.83
944,72,Female,India,Family,56088.19,60807.92
945,33,Female,India,Business,19657.34,33559.66
946,64,Female,India,Couple,18887.03,53411.94
947,23,Female,India,Friends,29784.42,33831.11
948,65,Male,India,Solo,24838.17,37402.83
949,31,Male,India,Family,49253.01,57711.38
950,49,Male,India,Friends,32848.08,41992.42
951,50,Female,UK,Couple,95402.2,53249.2
952,27,Male,Canada,Couple,86364.38,56572.56
953,46,Male,UK,Couple,77783.84,66367.53
954,28,Female,Japan,Family,60206.43,79903.23
955,47,Male,USA,Couple,139409.81,82971.9
956,29,Female,India,Family,52632.05,43763.13
957,34,Male,Canada,Solo,93147.36,51531.92
958,27,Female,India,Family,32657.85,54982.68
959,35,Female,India,Family,66600.08,32316.51
960,45,Male,India,Couple,27821.47,26677.48
961,51,Female,India,Solo,11496.14,35632.24
962,33,Male,India,Solo,11070.64,32505.35
963,35,Male,India,Solo,16793.95,20483.77
964,57,Female,India,Solo,32017.73,43296.87
965,74,Female,India,Couple,16107.26,39251.17
966,58,Female,USA,Couple,50310.69,50123.05
967,29,Female,USA,Friends,118793.59,49250.3
968,28,Female,India,Couple,19964.66,43583.52
969,47,Male,UAE,Family,92792.25,68512.76
970,19,Male,UAE,Friends,67072.51,50081.35
971,66,Male,India,Business,27494.77,38453.08
972,49,Male,India,Solo,10521.72,38124.02
973,61,Female,Australia,Family,66730.47,64660.9
974,27,Male,India,Friends,20070.32,32278.42
975,49,Female,Singapore,Couple,98649.33,58770.68
976,41,Female,India,Couple,31304.71,33894.76
977,75,Female,India,Family,66410.78,50495.56
978,19,Male,UAE,Friends,115936.69,57549.87
979,27,Female,India,Couple,32230.37,26754.55
980,45,Female,India,Solo,37619.42,28146.17
981,42,Male,UAE,Friends,117880.15,49359.93
982,75,Female,Singapore,Friends,67495.22,66295.39
983,61,Female,France,Couple,91729.43,61781.03
984,35,Female,India,Family,65091.78,40751.55
985,71,Male,India,Family,78407.65,68707.73
986,68,Female,India,Business,24967.81,27167.99
987,61,Male,India,Couple,39000.14,77072.33
988,57,Male,India,Couple,33993.55,41551.56
989,18,Female,India,Couple,27792.15,52430.2
990,21,Female,India,Couple,29807.6,41161.2
991,18,Male,India,Couple,18497.97,27324.12
992,72,Male,Japan,Family,64264.43,76598.27
993,64,Male,India,Friends,18724.06,33273.18
994,20,Female,Canada,Couple,117850.03,49270.16
995,42,Female,India,Friends,36791.01,50772.2
996,37,Female,India,Couple,36277.97,60935.78
997,69,Male,India,Couple,14070.72,45602.05
998,53,Male,India,Solo,26999.95,42263.37
999,58,Female,India,Couple,36277.64,30976.72
1000,45,Male,India,Couple,19397.81,22413.11
