booking_id,tourist_id,hotel_id,destination_id,booking_date,check_in,check_out,season,payment_method,hotel_cost,food_cost,transport_cost,shopping_cost,activity_cost,discount,total_cost
374,537,480,91,2024-03-10,2024-05-05,2024-05-07,Summer,Debit Card,44585.14,1220.25,4978.86,8419.46,904.38,6046.85,54061.24
375,392,193,80,2023-06-05,2023-07-11,2023-07-14,Monsoon,Credit Card,17669.97,4446.12,7380.52,13506.26,3734.62,1564.93,45172.56
376,777,384,98,2024-01-24,2024-02-13,2024-02-16,Winter,Credit Card,26543.94,9994.08,8306.38,4552.56,3415.21,2838.44,49973.73
377,381,452,116,2023-05-06,2023-05-14,2023-05-17,Summer,Debit Card,12224.43,11073.35,9381.97,5908.36,1371.84,852.82,39107.13
378,396,455,166,2024-06-21,2024-08-03,2024-08-07,Monsoon,UPI,9810.76,13853.13,6412.85,810.49,7869.5,1246.71,37510.02
379,70,181,68,2024-04-02,2024-04-17,2024-04-19,Summer,Credit Card,4493.12,1437.82,3844.42,2696.09,586.39,147.39,12910.45
380,534,191,71,2023-11-16,2024-01-11,2024-01-17,Winter,Net Banking,28339.5,6122.33,2306.18,3679.68,3304.28,2489.43,41262.54
381,905,225,5,2024-11-18,2024-12-25,2024-12-27,Winter,Cash,5689.52,3185.99,3265.4,672.89,3888.45,796.2,15906.05
382,387,170,90,2024-07-04,2024-08-24,2024-08-31,Monsoon,UPI,15348.13,10022.98,8096.87,3926.68,5318.12,634.86,42077.92
383,226,22,63,2022-12-19,2023-01-05,2023-01-10,Winter,Cash,5991.9,3952.48,4197.89,8831.67,1994.19,510.68,24457.45
384,939,108,133,2022-11-08,2023-01-06,2023-01-08,Winter,UPI,3965.04,11454.17,14932.98,7887.4,13330.69,98.49,51471.79
385,689,253,91,2024-01-31,2024-02-26,2024-03-03,Winter,UPI,62861.46,10655.34,4822.67,2580.83,2454.99,8384.18,74991.11
386,834,380,83,2024-04-03,2024-04-17,2024-04-24,Summer,Cash,58633.61,8960.51,2115.86,5938.5,3638.07,1989.43,77297.12
387,23,223,77,2024-05-24,2024-06-17,2024-06-22,Monsoon,Net Banking,54818.5,5769.3,6733.54,16033.48,2803.5,6776.13,79382.19
388,569,115,7,2023-10-05,2023-11-08,2023-11-11,Autumn,Credit Card,21163.38,4638.22,3023.37,4126.45,1899.48,1798.59,33052.31
389,307,42,96,2024-05-13,2024-05-22,2024-05-26,Summer,Credit Card,94067.08,4613.74,4260.24,1540.46,2156.11,431.7,106205.93
390,961,190,89,2023-01-11,2023-02-16,2023-02-21,Winter,Cash,57739.4,4105.21,2720.42,2351.11,1351.33,6967.96,61299.51
391,345,82,148,2024-12-18,2024-12-28,2024-12-30,Winter,Credit Card,22356.64,2244.48,7109.5,2700.83,3599.82,3006.68,35004.59
392,957,497,67,2023-07-28,2023-08-02,2023-08-07,Monsoon,Debit Card,59980.75,5490.27,4331.38,16871.6,5751.18,8260.1,84165.08
393,717,183,134,2023-07-18,2023-08-02,2023-08-06,Monsoon,UPI,17163.44,2599.83,4985.26,823.46,638.3,0.55,26209.74
394,945,99,101,2024-10-22,2024-11-27,2024-11-29,Autumn,UPI,9022.5,2780.11,3461.74,5260.87,3411.31,384.96,23551.57
395,67,237,170,2024-06-21,2024-08-06,2024-08-13,Monsoon,Cash,16244.9,4509.26,3425.93,6890.32,612.12,2076.48,29606.05
396,681,84,91,2024-08-06,2024-09-12,2024-09-16,Autumn,UPI,52549.52,5920.94,4258.55,4179.7,3756.74,6260.68,64404.77
397,868,159,92,2023-07-05,2023-08-08,2023-08-11,Monsoon,Debit Card,43426.77,3331.18,2469.98,17502.83,2033.76,6502.46,62262.06
398,130,77,117,2024-08-30,2024-09-25,2024-10-02,Autumn,UPI,9744.77,34496.42,13948.42,15672.05,3344.99,941.8,76264.85
399,966,344,133,2024-07-05,2024-07-23,2024-07-28,Monsoon,Credit Card,6110.2,10463.14,5126.35,6901.71,1342.39,770.91,29172.88
400,823,130,46,2024-01-28,2024-03-15,2024-03-20,Summer,UPI,52643.25,11744.18,8526.25,14905.63,5951.69,5199.09,88571.91
401,982,469,35,2023-05-02,2023-07-01,2023-07-04,Monsoon,UPI,40789.62,6742.21,5895.15,19767.38,2037.17,5410.04,69821.49
402,246,263,182,2024-07-18,2024-09-07,2024-09-10,Autumn,Net Banking,5166.72,6022.88,3732.84,12986.19,6121.33,476.53,33553.43
403,346,2,189,2023-01-24,2023-02-07,2023-02-11,Winter,Cash,18790.4,3640.68,2562.76,5287.35,2566.71,2611.62,30236.28
404,202,223,77,2023-05-25,2023-07-15,2023-07-21,Monsoon,Cash,65782.2,10101.13,8976.89,8215.85,2692.26,176.77,95591.56
405,604,322,199,2023-10-19,2023-12-16,2023-12-21,Winter,Net Banking,7575.8,18711.58,6870.08,4618.9,3206.26,671.47,40311.15
406,461,136,89,2023-04-08,2023-04-27,2023-05-04,Summer,Cash,16916.76,11103.28,3710.63,9553.37,1155.43,2415.74,40023.73
407,461,123,15,2024-05-24,2024-06-02,2024-06-06,Monsoon,Cash,15253.96,12395.79,5735.13,7501.59,4061.04,2179.63,42767.88
408,814,393,181,2024-07-13,2024-08-25,2024-09-01,Monsoon,Credit Card,33517.05,31372.83,11954.54,19227.24,8759.73,3919.86,100911.53
409,876,121,158,2024-09-28,2024-11-18,2024-11-22,Autumn,Debit Card,9264.36,5270.38,1801.03,6850.84,778.87,898.89,23066.59
410,970,246,3,2022-12-04,2023-01-24,2023-01-28,Winter,Debit Card,8972.16,11889.49,7374.49,8311.51,7341.68,274.67,43614.66
411,168,186,112,2024-01-31,2024-03-10,2024-03-17,Summer,Cash,37355.01,20419.47,2609.81,3111.37,1850.09,5250.82,60094.93
412,977,123,15,2024-01-25,2024-02-06,2024-02-11,Winter,UPI,19067.45,6139.43,7315.2,14031.68,3831.37,349.21,50035.92
413,685,315,15,2023-03-18,2023-05-12,2023-05-14,Summer,UPI,11665.9,1529.2,4226.41,5453.04,1375.97,31.9,24218.62
414,936,318,160,2023-09-18,2023-10-03,2023-10-06,Autumn,UPI,6093.36,4443.06,8521.74,10696.18,4350.83,845.19,33259.98
415,647,180,140,2023-12-04,2024-01-26,2024-01-31,Winter,Credit Card,17388.05,8554.56,4103.45,4024.59,1086.33,1619.89,33537.09
416,496,397,169,2023-08-05,2023-08-24,2023-08-31,Monsoon,Net Banking,7859.46,18706.61,5662.83,6444.28,3582.1,1060.99,41194.29
417,38,232,76,2024-01-14,2024-03-01,2024-03-05,Summer,UPI,22565.72,4493.2,4350.08,9695.84,3517.02,288.48,44333.38
418,864,50,12,2023-12-06,2023-12-19,2023-12-24,Winter,Net Banking,69965.6,23946.8,11543.11,27417.02,3308.89,8509.52,127671.9
419,806,428,88,2023-09-01,2023-10-10,2023-10-15,Autumn,UPI,7825.5,5025.67,2567.33,16902.88,5088.39,1171.95,36237.82
420,713,133,120,2023-09-13,2023-10-09,2023-10-14,Autumn,Credit Card,41365.05,17664.25,4419.25,8969.17,5553.36,2524.54,75446.54
421,27,146,143,2023-04-15,2023-04-28,2023-05-04,Summer,Cash,9512.82,15112.64,2520.88,2040.74,7040.23,1095.88,35131.43
422,326,455,166,2022-12-25,2023-02-19,2023-02-21,Winter,Debit Card,4905.38,1147.24,2245.95,7606.34,3141.94,671.77,18375.08
423,82,416,153,2024-06-01,2024-07-18,2024-07-22,Monsoon,Credit Card,5794.52,7371.95,4009.21,407.37,3715.93,365.2,20933.78
424,674,171,106,2023-03-27,2023-04-05,2023-04-07,Summer,Cash,8368.2,1821.65,8218.1,765.45,5999.85,509.61,24663.64
425,110,136,89,2023-01-08,2023-02-03,2023-02-06,Winter,Debit Card,7250.04,8836.37,6552.12,17333.84,5415.87,18.32,45369.92
426,224,374,3,2023-05-28,2023-07-24,2023-07-31,Monsoon,Cash,96922.28,6005.16,2631.64,6814.11,3562.75,8384.13,107551.81
427,748,398,157,2024-10-29,2024-11-18,2024-11-20,Autumn,Net Banking,4883.72,1633.02,3667.53,1924.72,2347.23,252.2,14204.02
428,415,499,197,2024-07-20,2024-08-09,2024-08-15,Monsoon,Credit Card,24190.8,33703.7,7271.99,21789.21,1818.3,415.88,88358.12
429,605,98,71,2023-07-03,2023-07-19,2023-07-26,Monsoon,Cash,52477.39,8567.57,6631.37,2384.07,1153.3,7857.01,63356.69
430,763,24,198,2024-06-17,2024-07-05,2024-07-09,Monsoon,Credit Card,5252.0,5447.45,3607.41,7172.37,3404.9,10.84,24873.29
431,110,175,111,2023-03-15,2023-05-05,2023-05-12,Summer,Credit Card,97282.71,25244.82,4600.89,8222.54,5616.64,9927.43,131040.17
432,455,340,130,2023-02-06,2023-03-07,2023-03-11,Summer,Debit Card,52009.12,12995.47,7978.42,11921.46,3986.45,7404.61,81486.31
433,448,26,174,2024-03-31,2024-04-15,2024-04-17,Summer,Credit Card,11778.32,3244.97,3097.13,2038.4,886.46,507.43,20537.85
434,291,144,179,2022-11-22,2023-01-16,2023-01-22,Winter,Credit Card,6312.9,8278.36,2391.37,6442.5,2072.7,651.9,24845.93
435,283,430,179,2024-05-25,2024-06-09,2024-06-14,Monsoon,Debit Card,11701.35,11571.94,3067.89,15620.16,5516.54,675.02,46802.86
436,972,283,166,2023-06-12,2023-07-04,2023-07-11,Monsoon,UPI,36662.71,8981.3,3759.63,2718.12,2804.03,4396.56,50529.23
437,765,207,77,2022-12-16,2023-01-08,2023-01-12,Winter,Debit Card,22395.0,6546.42,3673.79,5559.58,2647.58,2684.02,38138.35
438,543,472,158,2024-05-12,2024-05-17,2024-05-20,Summer,Credit Card,4911.78,2973.2,3758.55,5538.72,2487.83,1.08,19669.0
439,199,96,90,2024-01-02,2024-02-24,2024-02-29,Winter,UPI,5431.2,13896.36,3757.98,3590.4,3432.31,685.89,29422.36
440,617,290,96,2023-05-09,2023-06-13,2023-06-19,Monsoon,Debit Card,13722.6,11012.31,2298.86,8577.96,1749.08,1562.17,35798.64
441,546,171,106,2024-06-12,2024-06-18,2024-06-25,Monsoon,Credit Card,29288.7,4583.52,4583.7,2313.04,3532.93,900.45,43401.44
442,423,274,158,2023-10-17,2023-12-04,2023-12-10,Winter,Net Banking,77394.48,17038.58,3389.27,3861.61,3236.52,425.08,104495.38
443,12,471,74,2023-06-24,2023-08-09,2023-08-15,Monsoon,Net Banking,18231.84,22075.85,2747.86,18471.34,5282.42,255.73,66553.58
444,257,406,173,2023-05-28,2023-07-02,2023-07-09,Monsoon,UPI,38719.1,9181.29,3629.19,6958.69,522.25,4890.49,54120.03
445,837,111,37,2024-07-25,2024-08-04,2024-08-10,Monsoon,Cash,110252.58,5063.96,3302.7,0.93,2937.33,15457.22,106100.28
446,772,232,76,2023-05-10,2023-07-01,2023-07-03,Monsoon,Cash,11282.86,1064.08,2101.03,1720.68,1049.34,1248.12,15969.87
447,751,92,94,2023-04-24,2023-05-07,2023-05-11,Summer,Net Banking,8368.04,2367.65,2797.87,6186.46,610.22,910.96,19419.28
448,742,105,34,2024-04-09,2024-05-27,2024-06-01,Summer,Debit Card,68721.15,13786.88,7802.06,2863.24,3281.94,1766.56,94688.71
449,36,273,120,2024-02-23,2024-03-04,2024-03-07,Summer,Debit Card,3183.9,6586.05,9576.76,15646.26,10616.06,79.37,45529.66
450,731,267,92,2024-08-31,2024-09-15,2024-09-21,Autumn,Cash,82082.1,16100.37,3352.23,8083.05,1984.45,10301.59,101300.61
451,456,143,116,2023-03-29,2023-05-24,2023-05-26,Summer,Debit Card,4723.36,2217.45,2502.1,5354.48,3745.37,619.75,17923.01
452,119,408,141,2023-07-18,2023-09-08,2023-09-15,Autumn,Cash,10506.86,24246.73,2614.79,8627.79,6628.8,915.14,51709.83
453,756,419,39,2023-03-30,2023-04-18,2023-04-21,Summer,Debit Card,7838.37,11172.01,6067.33,12138.03,7190.95,283.94,44122.75
454,566,43,142,2023-07-19,2023-08-09,2023-08-13,Monsoon,Cash,19555.08,2817.08,1713.24,4277.21,3475.86,602.2,31236.27
455,823,405,161,2023-05-03,2023-05-17,2023-05-23,Summer,Net Banking,54911.1,7285.83,7767.36,10934.53,6164.19,2650.91,84412.1
456,169,349,124,2024-03-25,2024-04-01,2024-04-03,Summer,Credit Card,11184.96,3325.91,3763.53,8628.86,3030.82,140.32,29793.76
457,169,388,112,2023-05-15,2023-07-03,2023-07-06,Monsoon,Net Banking,13016.37,5788.9,1393.04,7836.5,2386.61,725.41,29696.01
458,807,323,59,2023-07-10,2023-07-24,2023-07-28,Monsoon,UPI,34020.72,8548.54,2921.26,18285.18,5519.25,3840.24,65454.71
459,268,82,148,2023-01-04,2023-02-20,2023-02-26,Winter,Cash,67069.92,26247.62,10672.4,32769.13,2765.21,1767.88,137756.4
460,782,148,22,2023-05-13,2023-06-11,2023-06-16,Monsoon,Credit Card,4185.3,22692.88,10329.3,1589.27,2415.55,415.62,40796.68
461,908,126,188,2024-02-04,2024-03-03,2024-03-10,Summer,Cash,58450.77,11499.0,2879.7,6798.98,1674.54,3620.78,77682.21
462,817,138,24,2024-04-26,2024-06-12,2024-06-14,Monsoon,UPI,30043.94,1930.38,1680.94,5768.25,3053.6,2490.09,39987.02
463,41,321,137,2024-05-18,2024-06-07,2024-06-12,Monsoon,Cash,8099.05,8920.19,3233.05,6180.91,3252.83,20.65,29665.38
464,640,399,46,2023-09-26,2023-10-05,2023-10-07,Autumn,UPI,19707.4,6811.96,9425.11,17305.03,2769.71,1562.53,54456.68
465,912,285,100,2023-09-25,2023-11-09,2023-11-16,Autumn,UPI,22859.34,48969.35,12870.39,19709.2,7767.89,3018.99,109157.18
466,255,265,4,2023-04-01,2023-05-17,2023-05-19,Summer,Net Banking,2094.12,1803.4,1619.44,655.31,2938.26,194.46,8916.07
467,303,372,46,2023-12-21,2024-01-14,2024-01-17,Winter,Credit Card,4618.38,5184.45,5358.4,14339.82,3577.8,502.41,32576.44
468,542,221,194,2024-03-04,2024-03-25,2024-03-27,Summer,Net Banking,23534.96,6516.6,7718.67,5249.26,7087.91,1376.37,48731.03
469,364,485,188,2024-09-29,2024-11-28,2024-11-30,Autumn,Debit Card,12865.9,3977.71,3449.37,12163.52,3041.56,1318.47,34179.59
470,301,99,101,2023-12-12,2023-12-22,2023-12-27,Winter,Net Banking,22556.25,8654.35,7503.08,15535.52,4131.77,3248.0,55132.97
471,544,259,154,2023-11-06,2023-11-25,2023-12-02,Autumn,Credit Card,16088.52,7367.9,3224.36,5009.7,1124.59,2370.56,30444.51
472,340,372,46,2024-10-23,2024-12-20,2024-12-27,Winter,Credit Card,10776.22,19032.51,4247.49,5214.53,4926.21,1605.32,42591.64
473,299,123,15,2023-03-15,2023-05-07,2023-05-11,Summer,Debit Card,15253.96,6971.15,2030.87,3150.74,2981.07,903.16,29484.63
474,228,414,60,2023-01-23,2023-02-03,2023-02-10,Winter,Cash,29973.65,8274.81,2865.8,8785.97,933.23,217.3,50616.16
475,1000,102,55,2023-02-01,2023-03-21,2023-03-24,Summer,Net Banking,10053.06,2475.52,2619.98,3230.2,1290.01,1330.6,18338.17
476,876,18,101,2023-10-12,2023-11-25,2023-12-01,Autumn,Net Banking,13315.2,9825.59,2309.76,3893.41,2116.0,1000.01,30459.95
477,417,399,46,2023-07-16,2023-08-01,2023-08-04,Monsoon,Credit Card,29561.1,5987.68,1117.59,1067.46,3225.22,496.69,40462.36
478,131,429,55,2023-06-20,2023-08-08,2023-08-13,Monsoon,UPI,20976.0,6042.05,3811.35,2638.87,1492.77,3080.33,31880.71
479,123,492,19,2024-07-19,2024-09-01,2024-09-08,Autumn,Debit Card,26422.13,13704.29,6190.15,6224.27,6481.07,302.21,58719.7
480,619,37,149,2024-08-26,2024-10-04,2024-10-08,Autumn,Debit Card,4534.12,3388.1,3119.55,3429.5,592.32,94.74,14968.85
481,418,100,104,2023-03-25,2023-05-07,2023-05-13,Summer,Cash,9437.88,15591.39,7058.05,9900.71,6054.95,108.65,47934.33
482,262,479,134,2023-11-28,2024-01-05,2024-01-11,Winter,Net Banking,25324.26,11466.01,1171.41,3668.36,574.39,3008.64,39195.79
483,244,253,91,2024-10-20,2024-12-14,2024-12-21,Winter,Credit Card,73338.37,8953.06,1383.94,7463.43,1992.81,9312.55,83819.06
484,962,22,63,2023-11-29,2023-12-17,2023-12-21,Winter,Net Banking,4793.52,4386.98,3429.71,8181.72,3169.58,277.75,23683.76
485,702,234,200,2023-01-19,2023-02-04,2023-02-07,Winter,UPI,7014.36,11077.44,4846.36,16347.95,4563.53,192.97,43656.67
486,586,56,48,2024-04-22,2024-06-14,2024-06-20,Monsoon,Debit Card,5674.08,8590.61,4935.68,8313.92,1516.4,819.73,28210.96
487,119,124,190,2023-03-19,2023-04-26,2023-05-01,Summer,Debit Card,24030.0,9125.23,3509.46,15531.01,6650.16,2655.28,56190.58
488,542,70,19,2023-03-23,2023-05-08,2023-05-12,Summer,Cash,17315.92,11417.66,2184.48,12006.46,3744.66,1802.5,44866.68
489,621,421,87,2023-12-08,2024-01-19,2024-01-26,Winter,Credit Card,121230.13,11934.51,2143.06,1817.78,555.21,18100.21,119580.48
490,262,299,92,2024-09-12,2024-10-25,2024-11-01,Autumn,Cash,6895.14,10049.64,3503.85,7666.28,2504.5,388.75,30230.66
491,800,337,71,2024-03-26,2024-05-03,2024-05-07,Summer,Debit Card,5957.08,5211.59,2464.72,3840.99,3831.77,221.78,21084.37
492,339,290,96,2023-02-16,2023-03-25,2023-03-29,Summer,Cash,9148.4,5712.7,4899.41,1944.51,1112.93,261.25,22556.7
493,190,430,179,2023-09-17,2023-11-10,2023-11-13,Autumn,Net Banking,7020.81,5974.12,5830.91,16875.52,3469.26,736.85,38433.77
494,572,243,181,2022-12-24,2023-02-15,2023-02-20,Winter,Credit Card,61188.7,7314.52,1695.66,2159.07,2465.81,9129.59,65694.17
495,234,267,92,2024-07-06,2024-08-22,2024-08-28,Monsoon,UPI,82082.1,8851.71,4594.09,5202.09,2800.41,6909.1,96621.3
496,18,429,55,2024-10-22,2024-10-27,2024-10-31,Autumn,Net Banking,16780.8,7323.7,1471.22,1424.56,2933.0,1535.46,28397.82
497,350,16,187,2023-06-01,2023-07-13,2023-07-17,Monsoon,Cash,9951.44,21813.57,9851.7,9577.39,11673.37,570.87,62296.6
498,388,177,101,2023-04-09,2023-04-27,2023-04-29,Summer,Cash,2122.2,4402.42,4866.87,12096.21,5219.73,46.39,28661.04
499,195,414,60,2024-07-13,2024-07-25,2024-07-29,Monsoon,Debit Card,17127.8,13326.62,5189.36,2979.04,5113.28,1986.34,41749.76
500,871,261,155,2023-02-22,2023-02-28,2023-03-03,Winter,Net Banking,3924.45,4885.5,1003.91,6677.16,2298.65,353.43,18436.24
501,930,454,119,2023-04-07,2023-06-04,2023-06-09,Monsoon,Cash,28380.65,7227.79,2384.74,3479.99,4754.91,3505.98,42722.1
502,844,438,101,2022-12-06,2023-01-13,2023-01-15,Winter,Cash,3370.44,2944.86,1320.42,6298.62,756.07,372.97,14317.44
503,56,233,1,2023-08-14,2023-09-28,2023-10-04,Autumn,Debit Card,133193.7,10846.57,4797.69,6420.73,2694.42,1004.93,156948.18
504,378,113,36,2024-05-26,2024-07-01,2024-07-06,Monsoon,Net Banking,6988.05,6991.27,2562.95,581.82,3800.26,928.12,19996.23
505,744,207,77,2024-07-09,2024-07-22,2024-07-28,Monsoon,Debit Card,33592.5,10981.72,5799.34,1657.25,6396.42,3653.12,54774.11
506,846,243,181,2023-10-26,2023-12-06,2023-12-13,Winter,Cash,85664.18,7562.41,7399.73,409.23,6800.42,8668.77,99167.2
507,270,35,26,2023-11-03,2023-12-07,2023-12-10,Winter,Credit Card,37848.87,5717.59,4816.77,3142.0,3002.22,972.23,53555.22
508,354,469,35,2023-11-06,2023-12-15,2023-12-17,Winter,Net Banking,27193.08,1857.46,7916.73,16184.05,1934.92,414.65,54671.59
509,618,84,91,2022-11-16,2023-01-08,2023-01-13,Winter,Debit Card,65686.9,8688.76,4918.18,3177.56,2137.05,5380.87,79227.58
510,1000,177,101,2023-02-02,2023-03-07,2023-03-09,Summer,Cash,2122.2,1890.18,2058.39,491.84,3864.33,275.21,10151.73
511,331,25,106,2024-01-04,2024-02-10,2024-02-12,Winter,Credit Card,11588.16,2293.48,2139.04,529.0,2081.09,1185.55,17445.22
512,852,53,99,2023-04-01,2023-05-05,2023-05-12,Summer,Net Banking,11559.45,10506.4,1681.27,1866.48,549.05,279.99,25882.66
513,95,450,110,2023-04-20,2023-06-04,2023-06-07,Monsoon,UPI,14823.99,3837.41,4894.71,1716.2,2411.44,1633.34,26050.41
514,504,402,16,2024-07-17,2024-09-08,2024-09-13,Autumn,Debit Card,26440.55,9060.5,3157.44,8766.43,3468.27,702.86,50190.33
515,698,164,188,2024-02-27,2024-04-08,2024-04-13,Summer,Credit Card,57459.0,6196.2,3811.28,5445.98,2728.28,3471.51,72169.23
516,950,61,147,2023-04-14,2023-06-13,2023-06-18,Monsoon,Debit Card,5440.75,9252.34,3073.11,8076.06,3510.35,12.62,29339.99
517,783,2,189,2023-03-17,2023-05-03,2023-05-06,Summer,Debit Card,14092.8,2507.59,2397.22,6738.83,801.66,831.52,25706.58
518,895,338,18,2024-04-15,2024-05-18,2024-05-20,Summer,UPI,24522.78,3986.65,2882.45,1311.52,5003.2,3446.92,34259.68
519,75,293,50,2024-02-22,2024-04-15,2024-04-21,Summer,Credit Card,134929.62,14431.93,5646.67,12273.52,2381.88,12618.02,157045.6
520,555,148,22,2023-06-23,2023-07-06,2023-07-08,Monsoon,UPI,1674.12,3395.16,4805.6,6917.93,1304.3,211.38,17885.73
521,444,500,84,2024-08-25,2024-09-17,2024-09-24,Autumn,Debit Card,11939.69,13260.88,6844.78,16922.71,5268.11,991.37,53244.8
522,68,332,42,2024-01-01,2024-02-15,2024-02-21,Winter,Cash,31304.88,12817.74,7633.87,16432.54,5280.27,2072.72,71396.58
523,366,473,50,2024-04-16,2024-05-15,2024-05-20,Summer,Debit Card,93164.15,13089.05,9776.88,3735.22,7537.33,6316.62,120986.01
524,390,400,169,2022-12-10,2023-01-24,2023-01-31,Winter,Net Banking,21166.25,15653.58,5631.82,6920.54,1844.48,1980.02,49236.65
525,938,224,88,2023-05-30,2023-07-27,2023-07-30,Monsoon,UPI,6225.6,3822.53,1784.61,9941.92,633.63,600.74,21807.55
526,326,349,124,2024-07-05,2024-07-21,2024-07-28,Monsoon,Debit Card,39147.36,7371.15,3782.01,8830.2,2822.5,5095.74,56857.48
527,774,200,73,2024-05-19,2024-06-22,2024-06-28,Monsoon,Credit Card,135089.76,6551.41,2998.6,5591.94,4792.39,15772.66,139251.44
528,351,437,161,2024-06-29,2024-08-06,2024-08-11,Monsoon,Net Banking,28882.75,12513.53,3211.97,6354.36,6035.93,1274.44,55724.1
529,654,127,183,2023-06-13,2023-07-22,2023-07-29,Monsoon,Cash,11504.15,44606.89,14969.31,29891.1,4599.68,1623.13,103948.0
530,560,492,19,2023-10-12,2023-11-11,2023-11-14,Autumn,UPI,11323.77,1858.23,3722.12,3278.81,2365.64,573.92,21974.65
531,955,248,97,2024-04-28,2024-05-13,2024-05-19,Summer,Debit Card,23018.28,13265.73,6712.99,17366.69,2555.89,1829.06,61090.52
532,801,352,118,2023-04-21,2023-05-28,2023-05-30,Summer,Cash,3164.24,5637.32,4458.47,461.87,4968.67,246.31,18444.26
533,980,198,130,2024-10-18,2024-12-01,2024-12-05,Winter,Net Banking,11871.0,6638.02,2149.22,2617.07,526.61,545.98,23255.94
534,639,62,17,2023-10-15,2023-10-27,2023-11-01,Autumn,Cash,15995.05,6131.87,1187.56,5215.43,2966.4,1396.31,30100.0
535,276,407,130,2023-12-08,2024-01-07,2024-01-11,Winter,Credit Card,23974.92,3951.48,2814.71,3267.68,1647.18,385.6,35270.37
536,747,89,144,2023-04-26,2023-05-27,2023-06-01,Summer,Cash,9819.9,3230.33,4195.21,4473.27,1610.62,23.65,23305.68
537,636,137,27,2023-09-24,2023-11-23,2023-11-30,Autumn,Credit Card,27776.84,11657.75,7342.27,1568.47,5790.9,738.83,53397.4
538,393,316,185,2023-05-12,2023-06-23,2023-06-29,Monsoon,Net Banking,14461.98,8053.37,3420.29,8349.12,3152.18,14.59,37422.35
539,370,67,101,2024-01-29,2024-02-13,2024-02-16,Winter,UPI,13106.73,8016.66,9303.14,15517.18,3912.58,1878.61,47977.68
540,885,396,188,2024-08-04,2024-09-26,2024-10-01,Autumn,Cash,27136.6,11633.02,4389.2,3351.8,4448.98,1375.38,49584.22
541,346,380,83,2024-10-04,2024-11-18,2024-11-22,Autumn,Cash,33504.92,4531.79,2454.84,8667.94,3256.63,4229.54,48186.58
542,295,92,94,2024-11-08,2024-11-20,2024-11-22,Autumn,Net Banking,4184.02,7121.08,1982.85,16786.34,939.42,24.73,30988.98
543,160,411,35,2023-04-03,2023-05-19,2023-05-22,Summer,Credit Card,3931.71,5813.08,1524.51,8773.72,3590.79,487.77,23146.04
544,819,167,47,2023-11-02,2023-11-07,2023-11-11,Autumn,UPI,4702.08,9766.35,6174.3,12668.36,3979.78,520.63,36770.24
545,699,52,77,2024-04-20,2024-05-28,2024-06-03,Summer,Cash,32031.6,23211.39,12044.64,35823.62,7981.93,2400.37,108692.81
546,871,354,69,2023-11-11,2023-12-14,2023-12-21,Winter,Net Banking,24245.9,11053.29,2170.67,4132.79,3114.15,471.84,44244.96
547,867,264,144,2023-11-19,2023-12-12,2023-12-15,Winter,Credit Card,14090.91,3866.22,4221.54,1728.74,2401.78,1725.48,24583.71
548,755,69,173,2023-04-18,2023-05-05,2023-05-11,Summer,Debit Card,17808.48,10907.98,3580.59,6269.12,2684.24,157.56,41092.85
549,757,5,78,2023-09-23,2023-10-14,2023-10-19,Autumn,Debit Card,6223.2,7253.42,5779.77,6210.13,4254.83,715.92,29005.43
550,414,266,74,2024-07-13,2024-09-06,2024-09-09,Autumn,UPI,5922.03,3660.36,2283.4,7468.27,1771.16,557.62,20547.6
551,496,70,19,2023-04-27,2023-05-11,2023-05-17,Summer,Credit Card,25973.88,15196.71,8204.14,13395.68,4175.01,3505.12,63440.3
552,568,124,190,2024-07-24,2024-09-02,2024-09-05,Autumn,Net Banking,14418.0,5821.58,3581.68,1755.49,2100.08,465.13,27211.7
553,454,404,25,2023-06-03,2023-07-19,2023-07-25,Monsoon,Debit Card,87303.78,11610.22,4704.35,3258.23,1103.9,7551.53,100428.95
554,581,466,28,2024-07-26,2024-08-06,2024-08-13,Monsoon,Net Banking,32818.52,11893.73,3628.99,5851.77,2741.25,1163.11,55771.15
555,564,74,57,2023-03-26,2023-05-11,2023-05-15,Summer,Debit Card,7147.52,13472.22,8845.59,10803.27,3241.43,1007.47,42502.56
556,274,214,76,2024-01-03,2024-02-24,2024-02-29,Winter,Debit Card,11073.55,7423.43,5144.65,4942.71,1136.92,552.5,29168.76
557,887,130,46,2024-08-01,2024-09-20,2024-09-27,Autumn,Credit Card,73700.55,9710.7,5017.15,14847.64,6321.87,4850.93,104746.98
558,192,293,50,2023-04-28,2023-05-06,2023-05-10,Summer,Debit Card,89953.08,6000.32,3383.58,7597.46,3687.32,9698.26,100923.5
559,220,252,122,2024-05-24,2024-07-05,2024-07-11,Monsoon,Cash,5963.04,10374.49,3193.92,16246.42,6269.24,88.15,41958.96
560,813,187,23,2023-09-01,2023-09-18,2023-09-21,Autumn,Credit Card,9913.53,5475.17,2061.25,5542.1,2623.03,1397.4,24217.68
561,907,239,177,2024-04-25,2024-06-12,2024-06-15,Monsoon,UPI,34465.38,8105.52,4373.02,4262.33,4270.43,4778.47,50698.21
562,818,429,55,2023-12-01,2023-12-07,2023-12-11,Winter,UPI,16780.8,3417.72,2551.4,820.1,2504.33,1999.22,24075.13
