destination_id,month,temperature,humidity,rainfall,aqi
146,3,6.0,61,92.2,79
146,4,19.6,60,52.4,106
146,5,10.0,64,3.0,121
146,6,16.7,48,29.1,45
147,1,28.5,73,136.5,81
147,2,30.2,84,102.1,33
147,3,31.4,84,75.7,59
147,4,27.5,80,138.6,151
147,5,32.0,67,132.0,199
147,6,33.1,70,58.1,40
148,1,25.2,88,34.2,65
148,2,25.1,65,175.5,141
148,3,32.7,77,197.3,137
148,4,30.8,63,31.4,30
148,5,33.4,75,5.7,70
148,6,29.8,80,4.1,89
149,1,30.2,65,196.7,45
149,2,25.5,81,7.5,180
149,3,25.1,62,21.9,173
149,4,25.5,78,190.0,173
149,5,33.9,63,154.6,30
149,6,27.0,90,108.8,165
150,1,29.8,63,66.8,104
150,2,26.1,76,116.1,71
150,3,29.3,69,195.2,50
150,4,33.7,88,78.8,102
150,5,33.7,79,71.0,123
150,6,28.7,67,102.0,42
151,1,13.6,70,116.2,111
151,2,14.9,45,194.6,74
151,3,18.8,63,172.0,122
151,4,13.2,46,189.2,163
151,5,8.4,42,139.3,165
151,6,18.7,50,62.4,186
152,1,11.1,45,53.1,68
152,2,20.0,69,181.4,133
152,3,5.9,55,36.3,95
152,4,12.7,44,36.7,36
152,5,17.6,40,2.9,104
152,6,8.4,43,190.8,47
153,1,11.5,41,120.7,36
153,2,16.1,54,129.9,95
153,3,15.8,40,32.1,57
153,4,19.2,68,184.0,85
153,5,18.9,41,100.7,33
153,6,10.6,66,35.0,86
154,1,32.7,75,56.7,121
154,2,26.2,77,151.7,61
154,3,32.5,89,164.1,75
154,4,31.9,80,102.8,122
154,5,25.8,68,88.3,91
154,6,30.7,88,115.1,113
155,1,21.7,38,182.0,192
155,2,32.4,23,143.6,198
155,3,41.9,46,98.9,171
155,4,36.5,32,110.0,195
155,5,40.1,36,151.3,138
155,6,18.8,37,37.4,59
156,1,33.1,66,171.0,66
156,2,27.6,80,58.4,60
156,3,30.8,74,199.9,190
156,4,27.0,84,114.8,174
156,5,27.3,78,72.1,108
156,6,27.7,89,147.1,115
157,1,32.3,68,155.8,128
157,2,27.4,64,17.4,76
157,3,29.4,60,172.2,130
157,4,32.8,87,148.7,65
157,5,29.3,86,84.3,40
157,6,30.6,84,155.1,106
158,1,18.0,53,193.2,193
158,2,12.3,55,120.3,179
158,3,19.6,58,77.1,70
158,4,12.8,55,188.0,85
158,5,8.5,66,142.8,194
158,6,19.1,63,121.0,163
159,1,17.0,66,156.7,69
159,2,9.8,65,111.2,44
159,3,9.6,60,79.7,71
159,4,10.3,51,199.8,112
159,5,18.2,40,174.6,58
159,6,16.8,47,120.8,115
160,1,33.0,62,195.7,79
160,2,25.7,71,169.4,47
160,3,28.0,76,66.8,153
160,4,34.8,62,90.0,90
160,5,32.7,90,12.7,77
160,6,34.3,80,82.1,50
161,1,34.0,90,89.5,93
161,2,26.0,71,90.4,139
161,3,31.5,69,37.3,161
161,4,31.6,83,78.5,60
161,5,30.7,89,196.9,97
161,6,34.7,88,138.9,60
162,1,29.2,77,22.9,34
162,2,29.8,81,67.4,70
162,3,28.5,80,168.2,133
162,4,26.2,90,169.7,114
162,5,25.4,76,72.2,58
162,6,25.9,87,126.6,167
163,1,42.6,47,167.9,33
163,2,27.0,23,69.3,152
163,3,17.8,30,92.6,149
163,4,43.9,21,49.6,148
163,5,18.1,44,22.2,179
163,6,24.3,24,181.7,146
164,1,6.2,41,39.6,128
164,2,19.7,69,189.6,141
164,3,8.1,57,140.6,150
164,4,14.3,57,13.0,119
164,5,13.8,62,178.8,116
164,6,11.4,70,147.9,130
165,1,30.7,87,67.8,112
165,2,31.5,82,118.4,57
165,3,28.3,84,176.7,76
165,4,29.7,70,133.1,185
165,5,25.3,72,160.9,56
165,6,28.4,88,125.2,130
166,1,27.6,84,44.3,46
166,2,28.8,67,3.0,36
166,3,33.4,60,5.9,119
166,4,32.8,65,173.4,41
166,5,30.3,65,40.6,30
166,6,33.6,79,75.7,166
167,1,34.5,76,137.2,170
167,2,32.3,87,46.1,52
167,3,27.9,72,39.6,160
167,4,29.1,73,108.4,97
167,5,27.7,81,155.1,68
167,6,26.1,79,158.4,153
168,1,16.5,52,29.6,66
168,2,14.4,55,108.5,179
168,3,9.6,68,153.1,30
168,4,7.9,40,1.4,84
168,5,14.9,40,31.9,59
168,6,10.0,44,70.4,109
169,1,32.0,76,49.5,179
169,2,32.0,63,22.0,59
169,3,25.3,78,98.6,33
169,4,34.0,62,37.3,96
169,5,31.7,88,30.4,80
169,6,29.0,82,28.4,136
170,1,29.9,88,35.8,73
170,2,31.0,74,20.7,93
170,3,32.3,61,175.9,183
170,4,34.9,90,64.7,114
170,5,33.8,60,124.2,101
170,6,27.3,72,143.2,193
171,1,32.8,73,114.6,101
171,2,30.5,66,5.5,134
171,3,28.7,85,79.3,177
171,4,27.0,83,5.4,192
171,5,31.1,67,101.6,153
171,6,28.2,70,83.0,145
172,1,28.8,62,46.9,76
172,2,30.6,67,38.6,100
172,3,33.5,68,47.1,35
172,4,31.9,75,18.0,74
172,5,29.9,83,160.9,118
172,6,25.8,86,38.6,121
173,1,9.3,43,58.1,58
173,2,16.4,43,128.8,52
173,3,6.2,56,51.1,111
173,4,18.8,65,82.3,53
173,5,19.5,52,165.2,91
173,6,16.5,60,80.5,166
174,1,29.2,71,17.9,79
174,2,29.7,64,94.8,183
174,3,25.0,71,71.5,32
174,4,33.7,69,132.0,82
174,5,26.1,66,171.3,109
174,6,29.1,68,43.1,145
175,1,23.5,39,187.8,158
175,2,40.1,42,34.8,185
175,3,40.5,35,154.9,195
175,4,27.2,22,198.8,149
175,5,30.4,36,142.1,30
175,6,41.8,22,128.4,67
176,1,27.2,39,113.1,52
176,2,43.3,39,10.2,137
176,3,20.1,44,60.9,66
176,4,15.8,25,179.4,81
176,5,16.1,43,67.5,154
176,6,41.7,23,158.3,173
177,1,12.5,62,41.5,200
177,2,18.2,56,4.0,173
177,3,16.6,42,39.3,141
177,4,17.0,66,182.7,174
177,5,9.4,48,143.1,63
177,6,6.8,45,67.3,167
178,1,26.8,63,112.0,180
178,2,30.6,69,63.9,130
178,3,30.8,65,113.0,70
178,4,28.6,77,140.0,106
178,5,32.6,89,127.4,34
178,6,29.8,64,23.1,139
179,1,39.4,49,127.4,180
179,2,35.9,31,124.9,120
179,3,21.8,28,53.6,86
179,4,38.1,22,128.5,186
179,5,29.0,47,11.2,93
179,6,43.2,45,129.0,188
180,1,28.6,61,95.9,30
180,2,33.8,79,88.9,103
180,3,25.6,88,48.9,175
180,4,34.5,66,65.3,59
180,5,32.8,84,115.9,178
180,6,27.0,66,197.7,163
181,1,29.2,76,168.5,200
181,2,30.8,81,64.6,46
181,3,33.7,82,76.7,92
181,4,33.7,72,192.2,129
181,5,27.3,62,135.5,177
181,6,25.5,78,23.5,30
182,1,41.6,27,125.6,54
182,2,30.6,50,154.6,120
182,3,18.7,40,182.5,187
182,4,29.7,26,55.5,164
182,5,26.8,34,136.7,52
182,6,28.6,43,97.4,104
183,1,10.5,65,3.7,193
183,2,15.9,51,186.4,131
183,3,12.5,53,109.7,105
183,4,16.7,55,186.8,176
183,5,5.8,62,11.5,191
183,6,7.9,65,138.9,122
184,1,30.8,81,108.2,48
184,2,30.8,87,178.7,93
184,3,31.2,62,23.5,154
184,4,25.6,70,116.2,105
184,5,28.9,78,78.0,96
184,6,34.5,75,115.8,146
185,1,15.0,46,175.7,178
185,2,7.1,59,53.3,53
185,3,8.4,47,146.3,62
185,4,13.8,51,147.5,101
185,5,14.5,60,132.3,119
185,6,16.2,50,46.4,109
186,1,26.3,63,57.0,91
186,2,33.2,82,184.1,134
186,3,28.5,77,177.8,180
186,4,32.7,89,124.7,36
186,5,27.0,81,176.7,96
186,6,25.5,78,108.2,53
187,1,29.3,75,181.9,172
187,2,31.4,66,37.3,70
187,3,26.2,60,45.0,168
187,4,28.4,79,53.3,63
187,5,30.7,86,66.4,55
187,6,28.2,65,21.0,165
188,1,37.8,33,139.7,84
188,2,42.4,20,107.1,192
188,3,28.9,42,79.6,153
188,4,27.9,24,55.2,42
188,5,24.3,22,66.5,168
188,6,35.6,47,145.5,45
189,1,33.0,64,96.8,182
189,2,30.7,80,113.8,176
189,3,31.9,68,171.7,191
189,4,25.6,89,150.9,162
189,5,31.2,76,115.5,74
189,6,28.9,65,178.4,177
190,1,27.3,84,141.1,195
190,2,28.8,68,11.2,197
190,3,29.2,73,198.7,39
190,4,25.3,65,173.6,75
190,5,30.8,84,140.8,155
190,6,25.2,69,118.1,79
191,1,28.5,71,42.4,60
191,2,29.7,61,96.1,163
191,3,29.9,75,119.0,92
191,4,33.9,83,110.5,186
191,5,26.2,79,71.6,41
191,6,30.9,76,61.6,92
192,1,34.4,75,89.0,95
192,2,26.0,87,59.9,139
192,3,33.7,80,162.3,107
192,4,31.8,89,143.7,186
192,5,25.4,65,110.7,75
192,6,30.8,69,40.2,177
193,1,8.9,44,153.5,143
193,2,8.9,41,13.7,122
193,3,14.0,45,11.3,128
193,4,9.7,45,91.0,50
193,5,14.1,63,83.9,170
193,6,5.3,51,195.7,197
194,1,25.5,72,91.5,161
194,2,27.4,66,178.1,165
194,3,34.5,90,105.5,139
194,4,30.6,74,185.7,80
194,5,30.3,76,96.6,187
194,6,31.4,79,135.3,143
195,1,26.5,90,197.4,116
195,2,34.7,77,148.6,57
195,3,28.6,87,19.2,140
195,4,31.0,79,33.9,157
195,5,26.0,82,5.0,75
195,6,27.1,85,115.6,150
196,1,17.8,66,3.2,86
196,2,6.0,49,71.0,124
196,3,5.9,46,106.0,159
196,4,16.3,45,100.8,186
196,5,11.6,65,144.5,40
196,6,10.6,50,53.1,187
197,1,30.5,62,23.1,166
197,2,25.1,77,18.0,141
197,3,33.2,88,1.8,169
197,4,30.7,88,131.0,184
197,5,34.8,82,23.5,160
197,6,26.1,90,96.7,98
198,1,8.6,61,59.3,38
198,2,6.6,42,67.8,191
198,3,9.3,69,137.2,81
198,4,8.0,50,122.5,138
198,5,17.6,41,12.1,147
198,6,5.6,50,40.7,188
199,1,27.9,24,146.1,144
199,2,44.6,37,83.9,162
199,3,27.3,48,39.8,58
199,4,28.3,33,35.3,43
199,5,33.3,28,146.7,67
199,6,41.7,49,96.0,108
200,1,28.7,75,120.0,195
200,2,29.0,86,83.3,72
200,3,29.0,89,137.6,133
200,4,31.0,77,164.3,34
200,5,28.1,74,123.4,125
200,6,30.6,81,145.7,85
