tourist_id,age,gender,country,travel_type,budget
774,34,Male,Australia,Couple,76879.35
775,55,Female,India,Couple,31788.58
776,41,Male,France,Solo,68151.35
777,29,Male,India,Family,66474.0
778,59,Female,India,Couple,15332.03
779,43,Male,India,Solo,17357.62
780,59,Female,India,Family,66338.23
781,69,Male,India,Couple,10621.48
782,70,Male,UK,Family,54374.0
783,33,Male,India,Friends,27989.12
784,68,Male,Japan,Solo,123613.15
785,39,Male,India,Family,58142.56
786,46,Male,India,Family,42190.44
787,52,Female,India,Solo,34747.75
788,24,Female,India,Friends,22458.54
789,18,Male,India,Couple,14421.3
790,59,Female,India,Friends,21542.31
791,74,Male,India,Business,16735.67
792,36,Female,India,Couple,20814.81
793,23,Male,India,Couple,25914.42
794,56,Male,India,Couple,30018.2
795,37,Female,India,Solo,37487.03
796,60,Female,Canada,Friends,121130.67
797,22,Male,Germany,Business,127778.4
798,27,Female,India,Couple,33905.52
799,48,Male,India,Couple,31801.23
800,27,Male,India,Solo,33026.06
801,40,Female,India,Family,78642.44
802,56,Female,India,Friends,37648.15
803,42,Female,India,Family,54630.07
804,52,Male,India,Family,51092.04
805,54,Male,USA,Couple,50286.61
806,72,Male,India,Family,36679.63
807,25,Male,Canada,Couple,134932.91
808,67,Male,India,Solo,35599.37
809,44,Male,India,Couple,32409.86
810,25,Male,India,Solo,38947.4
811,41,Male,USA,Family,57377.03
812,71,Male,India,Couple,12369.8
813,22,Male,India,Friends,14491.52
814,29,Female,USA,Family,119856.39
815,37,Female,India,Couple,33441.91
816,62,Male,India,Couple,36434.71
817,20,Male,India,Solo,34980.4
818,61,Female,India,Friends,37574.51
819,50,Female,USA,Couple,65680.06
820,23,Female,UAE,Solo,71186.42
821,57,Male,India,Couple,32379.87
822,53,Male,Australia,Family,81318.97
823,59,Female,Australia,Couple,130333.93
824,59,Female,India,Solo,12334.26
825,56,Female,India,Couple,26247.04
826,22,Male,India,Family,45456.01
827,53,Male,India,Solo,18075.04
828,54,Male,India,Family,32284.03
829,38,Male,Japan,Solo,85664.91
830,36,Female,India,Couple,21719.24
831,40,Male,USA,Solo,90728.66
832,65,Male,India,Family,31184.27
833,68,Female,India,Friends,11122.25
834,28,Male,India,Solo,28778.58
835,63,Male,France,Friends,115422.01
836,67,Male,Singapore,Family,149227.89
837,56,Female,India,Solo,18725.25
838,57,Female,India,Family,64143.67
839,33,Male,Singapore,Family,145801.57
840,54,Female,India,Solo,32989.52
841,37,Male,India,Family,38485.88
842,36,Male,India,Family,47668.42
843,22,Male,USA,Family,148614.33
844,34,Female,India,Solo,13718.99
845,54,Female,India,Friends,22028.18
846,72,Male,India,Family,61231.6
847,38,Female,India,Couple,23502.77
848,74,Male,India,Family,67052.13
849,33,Male,India,Solo,21274.65
850,54,Female,Germany,Couple,137415.89
851,60,Male,India,Family,56755.79
852,70,Female,India,Couple,13250.45
853,43,Female,India,Couple,19518.55
854,56,Female,India,Family,35716.32
855,47,Male,India,Friends,14365.41
856,31,Female,India,Business,33226.17
857,21,Female,UK,Business,71342.08
858,31,Male,Japan,Family,76984.81
859,58,Male,India,Solo,22152.05
860,37,Female,Germany,Family,116964.44
861,34,Male,Australia,Solo,140164.17
862,39,Female,India,Couple,22573.03
863,48,Male,UAE,Couple,141259.78
864,54,Female,Australia,Family,139377.93
865,30,Male,USA,Family,64461.72
866,60,Female,India,Friends,38014.58
867,49,Female,India,Business,22191.6
868,51,Male,Singapore,Friends,135726.71
869,58,Female,India,Family,31824.3
870,65,Male,India,Family,38305.05
871,42,Male,India,Business,39152.34
872,54,Male,India,Couple,19058.33
873,37,Male,India,Family,52799.87
874,44,Female,India,Family,56158.49
875,66,Female,India,Couple,22851.51
876,29,Male,India,Couple,35352.75
877,62,Female,India,Family,76895.08
878,75,Male,Singapore,Friends,60381.2
879,59,Male,India,Couple,24892.15
880,66,Male,India,Family,70293.53
881,60,Female,Germany,Couple,127688.03
882,53,Female,India,Friends,38516.54
883,40,Female,India,Friends,31115.05
884,65,Female,India,Couple,16718.1
885,36,Female,Germany,Couple,133848.42
886,68,Female,India,Solo,37271.77
887,20,Male,India,Family,72038.48
888,51,Female,India,Business,39784.87
889,33,Female,India,Family,71427.49
890,69,Female,India,Family,78867.78
891,29,Female,France,Family,93740.16
892,24,Male,India,Family,69214.06
893,71,Female,Australia,Couple,82240.46
894,23,Male,India,Solo,33100.97
895,27,Male,India,Family,78619.99
896,54,Female,India,Family,79170.71
897,58,Female,India,Family,41087.76
898,30,Male,USA,Friends,87810.7
899,34,Male,India,Friends,28823.14
900,58,Male,India,Friends,13680.53
901,27,Female,India,Couple,12321.44
902,72,Female,Canada,Couple,60067.17
903,68,Male,India,Family,61284.14
904,31,Female,India,Couple,37249.07
905,69,Male,India,Solo,15360.31
906,54,Male,India,Couple,20403.51
907,57,Male,India,Family,76329.16
908,30,Male,India,Family,68048.05
909,31,Female,India,Couple,19826.19
910,32,Male,USA,Friends,76759.05
911,48,Male,Japan,Couple,105149.71
912,36,Female,USA,Family,101265.65
913,43,Male,India,Couple,35381.07
914,63,Female,UAE,Solo,129315.32
915,55,Female,India,Couple,31661.81
916,45,Female,India,Family,70794.61
917,57,Male,India,Couple,27014.26
918,41,Male,India,Friends,38742.92
919,34,Female,India,Friends,29352.94
920,51,Female,India,Solo,34271.21
921,45,Male,India,Solo,29708.64
922,41,Male,UK,Solo,81858.91
923,18,Female,India,Family,46078.06
924,32,Male,India,Family,56363.12
925,24,Female,USA,Friends,130742.65
926,60,Male,India,Family,64106.6
927,45,Female,Australia,Couple,54965.97
928,49,Female,India,Couple,13577.77
929,46,Male,India,Family,41821.1
930,19,Female,India,Family,58787.94
931,18,Female,India,Friends,22084.32
932,75,Male,India,Solo,24096.8
933,71,Female,USA,Couple,125369.23
934,43,Male,India,Couple,28369.62
935,43,Female,India,Family,72433.62
936,25,Female,Canada,Solo,72401.44
937,70,Male,India,Business,35841.66
938,64,Female,India,Solo,31723.24
939,69,Female,Australia,Family,50494.14
940,62,Male,India,Family,35540.18
941,37,Male,India,Family,69581.39
942,42,Female,India,Friends,27503.6
943,25,Male,India,Solo,27523.91
944,72,Female,India,Family,56088.19
945,33,Female,India,Business,19657.34
946,64,Female,India,Couple,18887.03
947,23,Female,India,Friends,29784.42
948,65,Male,India,Solo,24838.17
949,31,Male,India,Family,49253.01
950,49,Male,India,Friends,32848.08
951,50,Female,UK,Couple,95402.2
952,27,Male,Canada,Couple,86364.38
953,46,Male,UK,Couple,77783.84
954,28,Female,Japan,Family,60206.43
955,47,Male,USA,Couple,139409.81
956,29,Female,India,Family,52632.05
957,34,Male,Canada,Solo,93147.36
958,27,Female,India,Family,32657.85
959,35,Female,India,Family,66600.08
960,45,Male,India,Couple,27821.47
961,51,Female,India,Solo,11496.14
962,33,Male,India,Solo,11070.64
963,35,Male,India,Solo,16793.95
964,57,Female,India,Solo,32017.73
965,74,Female,India,Couple,16107.26
966,58,Female,USA,Couple,50310.69
967,29,Female,USA,Friends,118793.59
968,28,Female,India,Couple,19964.66
969,47,Male,UAE,Family,92792.25
970,19,Male,UAE,Friends,67072.51
971,66,Male,India,Business,27494.77
972,49,Male,India,Solo,10521.72
973,61,Female,Australia,Family,66730.47
974,27,Male,India,Friends,20070.32
975,49,Female,Singapore,Couple,98649.33
976,41,Female,India,Couple,31304.71
977,75,Female,India,Family,66410.78
978,19,Male,UAE,Friends,115936.69
979,27,Female,India,Couple,32230.37
980,45,Female,India,Solo,37619.42
981,42,Male,UAE,Friends,117880.15
982,75,Female,Singapore,Friends,67495.22
983,61,Female,France,Couple,91729.43
984,35,Female,India,Family,65091.78
985,71,Male,India,Family,78407.65
986,68,Female,India,Business,24967.81
987,61,Male,India,Couple,39000.14
988,57,Male,India,Couple,33993.55
989,18,Female,India,Couple,27792.15
990,21,Female,India,Couple,29807.6
991,18,Male,India,Couple,18497.97
992,72,Male,Japan,Family,64264.43
993,64,Male,India,Friends,18724.06
994,20,Female,Canada,Couple,117850.03
995,42,Female,India,Friends,36791.01
996,37,Female,India,Couple,36277.97
997,69,Male,India,Couple,14070.72
998,53,Male,India,Solo,26999.95
999,58,Female,India,Couple,36277.64
1000,45,Male,India,Couple,19397.81
